Legendary_first,Legendary_second,first_winner,HP_diff,Attack_diff,Defense_diff,Sp_Atk_diff,Sp_Def_diff,Height_diff,Weight_diff,Experience_diff,Normal_first,Fire_first,Water_first,Grass_first,Flying_first,Fighting_first,Poison_first,Electric_first,Ground_first,Rock_first,Psychic_first,Ice_first,Bug_first,Ghost_first,Steel_first,Dragon_first,Dark_first,Fairy_first,Normal_second,Fire_second,Water_second,Grass_second,Flying_second,Fighting_second,Poison_second,Electric_second,Ground_second,Rock_second,Psychic_second,Ice_second,Bug_second,Ghost_second,Steel_second,Dragon_second,Dark_second,Fairy_second,First_pokemon_attacks_first,Second_pokemon_attacks_first
0,0,0,0.6022222222222222,0.5475409836065573,0.5734597156398105,0.6161971830985915,0.5097087378640777,0.5228070175438596,0.5153509926799726,0.5685234305923961,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.4311111111111111,0.360655737704918,0.43838862559241704,0.24295774647887325,0.424757281553398,0.45614035087719296,0.4488914634788562,0.3572060123784262,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.45555555555555555,0.5245901639344261,0.3791469194312796,0.2112676056338028,0.49757281553398053,0.4842105263157895,0.48801937964084474,0.40848806366047746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5866666666666667,0.5114754098360655,0.5047393364928909,0.6549295774647887,0.4927184466019417,0.519298245614035,0.5194059718784559,0.5623342175066313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.6111111111111112,0.6721311475409836,0.6398104265402844,0.31690140845070425,0.5461165048543689,0.5578947368421052,0.5194586339459688,0.6003536693191865,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0.8333333333333333,0.16393442622950816,0.28436018957345965,0.2640845070422535,0.5097087378640777,0.5263157894736842,0.5177207857180474,0.6100795755968169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4777777777777778,0.40327868852459015,0.466824644549763,0.545774647887324,0.49757281553398053,0.4807017543859649,0.49744588972563064,0.4995579133510168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0.5222222222222223,0.4426229508196721,0.509478672985782,0.352112676056338,0.5339805825242718,0.519298245614035,0.5428932539891517,0.497789566755084,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0.5044444444444445,0.4426229508196721,0.30805687203791465,0.10563380281690143,0.3519417475728155,0.49122807017543857,0.45094528411185425,0.3280282935455349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.5266666666666666,0.4983606557377049,0.5379146919431279,0.38380281690140844,0.49999999999999994,0.48771929824561405,0.49839380694086055,0.493368700265252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.6222222222222222,0.4918032786885246,0.4146919431279621,0.31690140845070425,0.4126213592233009,0.49473684210526314,0.4962873242403497,0.46861184792219274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0.58,0.580327868852459,0.6113744075829384,0.4471830985915493,0.5800970873786407,0.5228070175438596,0.5229343304018116,0.5773651635720601,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.45555555555555555,0.29508196721311475,0.6161137440758294,0.6866197183098591,0.4490291262135922,0.4807017543859649,0.48944125546368955,0.48629531388152075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0.5466666666666666,0.5540983606557377,0.5379146919431279,0.45422535211267606,0.5072815533980582,0.5333333333333333,0.5276212544104482,0.5870910698496905,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5866666666666667,0.29508196721311475,0.47393364928909953,0.45774647887323944,0.47330097087378636,0.4807017543859649,0.5012902206540629,0.46065428824049515,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,0.4888888888888889,0.4918032786885246,0.4976303317535545,0.6338028169014085,0.5218446601941747,0.5017543859649123,0.49876244141344994,0.5702917771883289,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0.4888888888888889,0.3114754098360656,0.3981042654028436,0.29929577464788737,0.47330097087378636,0.3543859649122807,0.16161988519669285,0.4208664898320071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,1,0.5377777777777778,0.4918032786885246,0.4549763033175355,0.6161971830985915,0.5145631067961165,0.49473684210526314,0.49528674495760705,0.5163572060123784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4777777777777778,0.540983606557377,0.5379146919431279,0.5105633802816901,0.5388349514563107,0.4982456140350877,0.50218547580178,0.5004420866489832,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0.58,0.5901639344262295,0.580568720379147,0.6654929577464789,0.5703883495145631,0.5157894736842106,0.5433145505292538,0.623342175066313,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4222222222222222,0.26885245901639343,0.5924170616113744,0.75,0.5461165048543689,0.47368421052631576,0.49228500710937917,0.5039787798408488,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0.5222222222222223,0.24590163934426226,0.5924170616113744,0.6866197183098591,0.7766990291262135,0.5228070175438596,0.574490494496814,0.5720601237842617,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0.5333333333333333,0.4163934426229508,0.5450236966824644,0.4647887323943662,0.5339805825242718,0.4807017543859649,0.4942335036073517,0.5030946065428824,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0.5444444444444444,0.5180327868852459,0.5213270142180094,0.6161971830985915,0.5461165048543689,0.5052631578947369,0.5191953236084049,0.5747126436781609,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.6133333333333333,0.7672131147540984,0.6398104265402844,0.6267605633802817,0.5946601941747572,0.5614035087719298,0.6058770867344252,0.6843501326259946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.48444444444444446,0.4262295081967213,0.5023696682464455,0.4471830985915493,0.4660194174757281,0.4982456140350877,0.5006582758439097,0.4854111405835544,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.37777777777777777,0.29508196721311475,0.485781990521327,0.49295774647887325,0.47330097087378636,0.47017543859649125,0.4604771183316657,0.41644562334217505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4444444444444444,0.3836065573770492,0.6279620853080569,0.4507042253521127,0.49757281553398053,0.5157894736842106,0.501026910316499,0.4995579133510168,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.6044444444444445,0.4918032786885246,0.54739336492891,0.5422535211267606,0.5703883495145631,0.4982456140350877,0.5043972826373164,0.5207780725022104,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.45555555555555555,0.4426229508196721,0.6398104265402844,0.323943661971831,0.47330097087378636,0.48771929824561405,0.5166675443677919,0.4332449160035367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4,0.14754098360655737,0.5213270142180094,0.34507042253521125,0.4004854368932038,0.4631578947368421,0.4875980831007426,0.3952254641909814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5222222222222223,0.4590163934426229,0.533175355450237,0.7922535211267605,0.558252427184466,0.5368421052631579,0.49312760018958346,0.5755968169761273,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0.5266666666666666,0.540983606557377,0.4928909952606635,0.4859154929577465,0.47087378640776695,0.5052631578947369,0.5042919585022908,0.5596816976127321,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.45555555555555555,0.5245901639344261,0.3909952606635071,0.38732394366197187,0.37621359223300965,0.47368421052631576,0.5032913792195483,0.40760389036251105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.5133333333333333,0.4163934426229508,0.533175355450237,0.5,0.5703883495145631,0.49473684210526314,0.4905471588814577,0.5145888594164456,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.35777777777777775,0.580327868852459,0.485781990521327,0.3345070422535211,0.38834951456310673,0.4456140350877193,0.4033387750803097,0.4615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0.4311111111111111,0.360655737704918,0.3672985781990521,0.36971830985915494,0.3543689320388349,0.343859649122807,0.38806677550160623,0.4120247568523431,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0.33333333333333337,0.16393442622950816,0.4028436018957346,0.38732394366197187,0.47330097087378636,0.45614035087719296,0.44046553267681293,0.3952254641909814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.37777777777777777,0.180327868852459,0.4028436018957346,0.31690140845070425,0.47330097087378636,0.2631578947368421,0.39254305124019173,0.35278514588859416,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0.5311111111111111,0.6295081967213114,0.5616113744075829,0.6267605633802817,0.5169902912621359,0.5719298245614035,0.6556427405339934,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.36444444444444446,0.419672131147541,0.5284360189573459,0.2676056338028169,0.4271844660194174,0.49122807017543857,0.5422086471114856,0.4093722369584438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.4666666666666667,0.4262295081967213,0.485781990521327,0.6866197183098591,0.6067961165048543,0.5017543859649123,0.5049239033124441,0.5145888594164456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5,0.5245901639344261,0.6137440758293838,0.49295774647887325,0.5194174757281553,0.5228070175438596,0.5197219442835326,0.5579133510167993,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.5155555555555555,0.5934426229508196,0.490521327014218,0.2852112676056338,0.4368932038834951,0.4807017543859649,0.4714834904418348,0.48010610079575594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0.5333333333333333,0.6229508196721312,0.556872037914692,0.528169014084507,0.6674757281553397,0.5157894736842106,0.48638685554794886,0.6030061892130858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5933333333333334,0.5868852459016394,0.514218009478673,0.7323943661971831,0.5558252427184466,0.512280701754386,0.5109273790089,0.6109637488947833,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5444444444444444,0.4918032786885246,0.43838862559241704,0.5105633802816901,0.47330097087378636,0.4982456140350877,0.4603717941966402,0.5057471264367815,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0.4888888888888889,0.40327868852459015,0.471563981042654,0.5035211267605634,0.45873786407766987,0.4842105263157895,0.49339091052714734,0.44562334217506633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.49333333333333335,0.40327868852459015,0.5023696682464455,0.6443661971830986,0.5145631067961165,0.5368421052631579,0.49765653799568177,0.5207780725022104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0.4444444444444444,0.4262295081967213,0.47393364928909953,0.40492957746478875,0.4126213592233009,0.4807017543859649,0.4941808415398389,0.43147656940760387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4444444444444444,0.26557377049180325,0.471563981042654,0.5316901408450705,0.5242718446601942,0.4526315789473684,0.4305124019168993,0.48717948717948717,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.5533333333333333,0.6032786885245901,0.533175355450237,0.49295774647887325,0.48543689320388345,0.519298245614035,0.5484227710779925,0.5092838196286472,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4444444444444444,0.36721311475409835,0.45023696682464454,0.323943661971831,0.4271844660194174,0.4526315789473684,0.45531623571541424,0.34305923961096374,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0.4666666666666667,0.32786885245901637,0.533175355450237,0.545774647887324,0.6674757281553397,0.47017543859649125,0.43720048449102117,0.5755968169761273,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.45555555555555555,0.3836065573770492,0.466824644549763,0.28169014084507044,0.3859223300970873,0.47719298245614034,0.4905471588814577,0.3925729442970822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4888888888888889,0.3770491803278688,0.5450236966824644,0.22887323943661975,0.37621359223300965,0.45964912280701753,0.5184053925957134,0.35543766578249336,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5288888888888889,0.5311475409836065,0.4928909952606635,0.397887323943662,0.39320388349514557,0.5052631578947369,0.5236715993469904,0.4305923961096375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.6111111111111112,0.5081967213114754,0.6279620853080569,0.4507042253521127,0.6237864077669902,0.5333333333333333,0.5404181368160514,0.5985853227232537,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0.44,0.46557377049180326,0.5450236966824644,0.5387323943661972,0.4611650485436893,0.5017543859649123,0.5007635999789352,0.49248452696728556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4666666666666667,0.3540983606557377,0.4786729857819905,0.29929577464788737,0.36407766990291257,0.4842105263157895,0.4986571172784244,0.4376657824933687,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5,0.40983606557377045,0.3791469194312796,0.4225352112676056,0.4490291262135922,0.4842105263157895,0.4912844278266365,0.41379310344827586,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5044444444444445,0.4590163934426229,0.4976303317535545,0.40492957746478875,0.48543689320388345,0.48771929824561405,0.49096845542155987,0.4526967285587975,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0.46,0.6885245901639344,0.5379146919431279,0.3098591549295775,0.26941747572815533,0.5017543859649123,0.5156143030175365,0.42263483642793986,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0.45555555555555555,0.4131147540983606,0.45023696682464454,0.5633802816901409,0.48543689320388345,0.48771929824561405,0.4315656432671547,0.497789566755084,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4222222222222222,0.3114754098360656,0.42654028436018954,0.47535211267605637,0.5097087378640777,0.4421052631578947,0.45299910474485233,0.40583554376657827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5666666666666667,0.24590163934426226,0.3909952606635071,0.7922535211267605,0.6310679611650485,0.5087719298245614,0.49286428985201963,0.5720601237842617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0.44,0.380327868852459,0.42180094786729855,0.3204225352112676,0.31796116504854366,0.4631578947368421,0.48191057980936336,0.3165340406719717,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0.4444444444444444,0.6393442622950819,0.5213270142180094,0.352112676056338,0.3519417475728155,0.49122807017543857,0.501026910316499,0.4297082228116711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0.37555555555555553,0.4491803278688524,0.42417061611374407,0.352112676056338,0.31553398058252424,0.3017543859649123,0.41940070567170473,0.38726790450928383,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4777777777777778,0.4590163934426229,0.5924170616113744,0.36971830985915494,0.5339805825242718,0.48771929824561405,0.5850229079993681,0.48894783377541995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.5,0.4590163934426229,0.509478672985782,0.24647887323943662,0.4611650485436893,0.4842105263157895,0.48154194533677397,0.4120247568523431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0.6022222222222222,0.37049180327868847,0.523696682464455,0.426056338028169,0.5242718446601942,0.5017543859649123,0.5055558481225974,0.4907161803713528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.44222222222222224,0.4131147540983606,0.4597156398104265,0.3626760563380282,0.424757281553398,0.4842105263157895,0.5023434620043183,0.40671971706454463,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0.5111111111111111,0.4918032786885246,0.580568720379147,0.5105633802816901,0.3398058252427184,0.4631578947368421,0.48280583495708046,0.4358974358974359,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0.2777777777777778,0.4590163934426229,0.533175355450237,0.528169014084507,0.4611650485436893,0.5017543859649123,0.46247827689715104,0.5623342175066313,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5822222222222222,0.7377049180327868,0.4881516587677725,0.49295774647887325,0.4271844660194174,0.43157894736842106,0.5199852546210965,0.5137046861184792,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.3666666666666667,0.5737704918032787,0.47393364928909953,0.3485915492957746,0.37378640776699024,0.45964912280701753,0.49349623466217285,0.41379310344827586,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0.49777777777777776,0.35737704918032787,0.44075829383886256,0.5598591549295775,0.6092233009708737,0.5087719298245614,0.45916056664384647,0.5207780725022104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5822222222222222,0.6065573770491803,0.5687203791469194,0.528169014084507,0.5218446601941747,0.4982456140350877,0.5138237927221023,0.5313881520778072,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.40888888888888886,0.33442622950819667,0.33175355450236965,0.43309859154929575,0.3058252427184466,0.3368421052631579,0.3958080994259835,0.3625110521662246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.58,0.5016393442622951,0.533175355450237,0.4014084507042254,0.5266990291262136,0.512280701754386,0.5152456685449471,0.5172413793103449,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0.4777777777777778,0.4131147540983606,0.43838862559241704,0.6443661971830986,0.5703883495145631,0.4807017543859649,0.4506819737742904,0.502210433244916,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0.52,0.6721311475409836,0.5900473933649288,0.38732394366197187,0.45873786407766987,0.5614035087719298,0.7740797303702144,0.5278514588859416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0.5488888888888889,0.5081967213114754,0.5379146919431279,0.7535211267605634,0.6407766990291262,0.5228070175438596,0.5103480962662594,0.6038903625110521,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5888888888888889,0.34426229508196715,0.40995260663507105,0.397887323943662,0.41990291262135915,0.5017543859649123,0.5037653378271632,0.42793987621573826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0.5577777777777778,0.5639344262295082,0.5734597156398105,0.6514084507042254,0.7014563106796116,0.5508771929824562,0.6003475696455843,0.6755083996463307,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5822222222222222,0.43934426229508194,0.509478672985782,0.647887323943662,0.4611650485436893,0.49473684210526314,0.500342303438833,0.5384615384615384,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5111111111111111,0.33770491803278685,0.3791469194312796,0.38028169014084506,0.4611650485436893,0.47368421052631576,0.5126125651693085,0.40848806366047746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5177777777777778,0.6196721311475409,0.5734597156398105,0.5387323943661972,0.529126213592233,0.4982456140350877,0.50997946179367,0.5915119363395225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
