First_pokemon_id,Second_pokemon_id,Winner,Name_first,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,height_first,weight_first,base_experience_first,Name_second,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second,height_second,weight_second,base_experience_second
606,360,606,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False,25,2005,218,Trapinch,Ground,Normal,45,100,45,45,45,10,3,False,7,150,58
286,21,286,Mightyena,Dark,Normal,70,90,70,60,60,70,3,False,10,370,147,Pidgey,Normal,Flying,40,45,40,35,35,56,1,False,3,18,50
800,422,422,Volcanion,Fire,Water,80,110,120,130,90,70,6,True,17,1950,270,Kyogre,Water,Normal,100,100,90,150,140,90,3,True,45,3520,302
498,199,498,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184,Marill,Water,Fairy,70,20,50,20,50,40,2,False,4,85,88
214,380,214,Murkrow,Dark,Flying,60,85,42,85,42,91,2,False,5,21,81,Anorith,Rock,Bug,45,95,50,40,50,75,3,False,7,125,71
679,94,679,Accelgor,Bug,Normal,80,70,40,100,60,145,5,False,8,253,173,Seel,Water,Normal,65,45,55,45,70,45,1,False,11,900,65
602,150,602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False,5,73,133,Omanyte,Rock,Water,35,40,100,90,55,35,1,False,4,75,71
163,675,163,Mewtwo,Psychic,Normal,106,110,90,154,90,130,1,True,20,1220,306,Cubchoo,Ice,Normal,55,70,40,60,40,40,5,False,5,85,61
684,467,467,Golett,Ground,Ghost,59,74,50,35,50,35,5,False,10,920,61,Floatzel,Water,Normal,85,105,55,85,50,115,4,False,11,335,173
368,376,368,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160,Baltoy,Ground,Psychic,40,40,55,40,70,55,3,False,5,215,60
137,153,137,Pinsir,Bug,Normal,65,125,100,55,70,85,1,False,15,550,175,Kabutops,Rock,Water,60,115,105,65,70,80,1,False,13,405,173
744,248,248,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False,21,1360,173,Houndoom,Dark,Fire,75,90,50,110,80,95,2,False,14,350,175
283,336,336,Swampert,Water,Ground,100,110,90,85,90,60,3,False,15,819,241,Medicham,Fighting,Psychic,60,60,75,60,75,80,3,False,13,315,144
282,288,288,Marshtomp,Water,Ground,70,85,70,60,70,50,3,False,7,280,142,Linoone,Normal,Normal,78,70,61,50,61,100,3,False,5,325,147
654,56,56,Frillish,Water,Ghost,55,40,50,65,85,40,5,False,12,330,67,Diglett,Ground,Normal,10,55,25,35,45,95,1,False,2,8,53
1,557,557,Bulbasaur,Grass,Poison,45,49,49,65,65,45,1,False,7,69,64,Serperior,Grass,Normal,75,75,95,75,95,113,5,False,33,630,238
543,762,543,Heatran,Fire,Steel,91,90,106,130,106,77,4,True,17,4300,270,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,False,18,815,173
130,341,341,Staryu,Water,Normal,30,45,55,70,55,85,1,False,8,345,68,Plusle,Electric,Normal,60,50,40,85,75,95,3,False,4,42,142
65,523,65,Arcanine,Fire,Normal,90,110,80,100,80,95,1,False,19,1550,194,Glaceon,Ice,Normal,65,60,110,130,95,65,4,False,8,259,184
175,563,175,Feraligatr,Water,Normal,85,105,100,79,83,78,2,False,23,888,239,Samurott,Water,Normal,95,100,85,108,70,70,5,False,15,946,238
157,25,157,Articuno,Ice,Flying,90,85,100,95,125,85,1,True,17,554,261,Rattata,Normal,Normal,30,56,35,25,35,72,1,False,3,35,51
308,110,110,Surskit,Bug,Water,40,30,32,50,52,65,3,False,5,17,54,Electrode,Electric,Normal,60,50,70,80,80,140,1,False,12,666,172
107,213,213,Krabby,Water,Normal,30,105,90,25,25,50,1,False,4,65,65,Umbreon,Dark,Normal,95,65,110,60,130,65,2,False,10,270,184
5,117,5,Charmander,Fire,Normal,39,52,43,60,50,65,1,False,6,85,62,Lickitung,Normal,Normal,90,55,75,60,75,30,1,False,12,655,77
173,576,576,Totodile,Water,Normal,50,65,64,44,48,43,2,False,6,95,63,Simipour,Water,Normal,75,98,63,98,63,101,5,False,10,290,174
296,412,296,Ludicolo,Water,Grass,80,70,70,90,100,70,3,False,15,550,216,Metang,Steel,Psychic,60,75,100,55,80,50,3,False,12,2025,147
749,682,682,Honedge,Steel,Ghost,45,80,100,35,37,28,6,False,8,20,65,Mienshao,Fighting,Normal,65,125,60,95,60,105,5,False,14,355,179
285,44,44,Poochyena,Dark,Normal,35,55,35,30,30,35,3,False,5,136,56,Ninetales,Fire,Normal,73,76,75,81,100,100,1,False,11,199,177
494,384,494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False,19,950,270,Castform,Normal,Normal,70,70,70,70,70,70,3,False,3,8,147
31,692,31,Pikachu,Electric,Normal,35,55,40,50,50,90,1,False,4,60,112,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,12,395,179
657,402,657,Joltik,Bug,Electric,50,47,50,57,50,65,5,False,1,6,64,Clamperl,Water,Normal,35,64,85,74,55,32,3,False,4,525,69
483,678,483,Stunky,Poison,Dark,63,63,47,41,41,74,4,False,4,192,66,Shelmet,Bug,Normal,50,40,85,40,65,25,5,False,4,77,61
372,607,607,Barboach,Water,Ground,50,48,43,46,41,60,3,False,4,19,58,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,3,6,56
734,724,724,Spewpa,Bug,Normal,45,22,60,27,30,29,6,False,3,84,75,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False,15,390,240
268,441,268,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,False,20,2020,270,Empoleon,Water,Steel,84,86,88,111,101,60,4,False,17,845,239
192,21,192,Natu,Psychic,Flying,40,50,45,70,45,70,2,False,2,20,64,Pidgey,Normal,Flying,40,45,40,35,35,56,1,False,3,18,50
62,576,576,Mankey,Fighting,Normal,40,80,35,35,45,70,1,False,5,280,61,Simipour,Water,Normal,75,98,63,98,63,101,5,False,10,290,174
369,447,369,Seviper,Poison,Normal,73,100,60,100,60,65,3,False,27,525,160,Kricketot,Bug,Normal,37,25,41,25,41,25,4,False,3,22,39
344,323,344,Illumise,Bug,Normal,65,47,55,73,75,85,3,False,6,177,151,Azurill,Normal,Fairy,50,20,40,20,40,20,3,False,2,20,38
689,137,137,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,5,105,70,Pinsir,Bug,Normal,65,125,100,55,70,85,1,False,15,550,175
426,83,426,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True,70,2065,306,Golem,Rock,Ground,80,120,130,55,65,45,1,False,14,3000,223
118,739,739,Koffing,Poison,Normal,40,65,95,60,45,35,1,False,6,10,68,Floette,Fairy,Normal,54,45,47,75,98,52,6,False,2,9,130
325,299,299,Skitty,Normal,Normal,50,45,45,35,35,50,3,False,6,110,52,Shiftry,Grass,Dark,90,100,60,90,60,80,3,False,13,596,216
327,406,406,Sableye,Dark,Ghost,50,75,75,65,65,50,3,False,5,110,133,Luvdisc,Water,Normal,43,30,55,40,65,97,3,False,6,87,116
491,642,642,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False,10,1080,170,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61
763,490,490,Clauncher,Water,Normal,50,53,62,58,63,44,6,False,5,83,66,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,5,19,144
694,565,694,Durant,Bug,Steel,58,109,112,48,48,109,5,False,3,330,169,Watchog,Normal,Normal,60,85,69,60,69,77,5,False,11,270,147
199,231,199,Marill,Water,Fairy,70,20,50,20,50,40,2,False,4,85,88,Shuckle,Bug,Rock,20,10,230,10,230,5,2,False,6,205,177
16,55,55,Butterfree,Bug,Flying,60,45,50,90,80,70,1,False,11,320,178,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,15,125,158
451,598,598,Luxray,Electric,Normal,80,120,79,95,79,70,4,False,14,420,235,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False,15,620,229
52,6,6,Paras,Bug,Grass,35,70,55,45,55,25,1,False,3,54,57,Charmeleon,Fire,Normal,58,64,58,80,65,80,1,False,11,190,142
484,451,484,Skuntank,Poison,Dark,103,93,67,71,61,84,4,False,10,380,168,Luxray,Electric,Normal,80,120,79,95,79,70,4,False,14,420,235
101,518,518,Haunter,Ghost,Poison,45,50,45,115,55,95,1,False,16,1,142,Electivire,Electric,Normal,75,123,67,95,85,95,4,False,18,1386,243
670,131,131,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,6,130,130,Starmie,Water,Psychic,60,75,85,100,85,115,1,False,11,800,182
789,156,156,Bergmite,Ice,Normal,55,69,85,32,35,28,6,False,10,995,61,Snorlax,Normal,Normal,160,110,65,65,110,30,1,False,21,4600,189
368,344,368,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160,Illumise,Bug,Normal,65,47,55,73,75,85,3,False,6,177,151
232,405,232,Heracross,Bug,Fighting,80,125,75,40,95,85,2,False,15,540,175,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,10,234,170
581,299,581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,12,290,220,Shiftry,Grass,Dark,90,100,60,90,60,80,3,False,13,596,216
171,455,455,Quilava,Fire,Normal,58,64,58,80,65,80,2,False,9,190,142,Rampardos,Rock,Normal,97,165,60,65,50,58,4,False,16,1025,173
656,37,37,Alomomola,Water,Normal,165,75,80,40,45,65,5,False,12,316,165,Nidoqueen,Poison,Ground,90,92,87,75,85,76,1,False,13,600,227
680,721,721,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,7,110,165,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False,16,900,239
453,561,453,Roserade,Grass,Poison,60,70,65,125,105,90,4,False,9,145,232,Oshawott,Water,Normal,55,55,45,63,45,45,5,False,5,59,62
344,173,344,Illumise,Bug,Normal,65,47,55,73,75,85,3,False,6,177,151,Totodile,Water,Normal,50,65,64,44,48,43,2,False,6,95,63
526,701,701,Porygon-Z,Normal,Normal,85,80,70,135,75,90,4,False,9,340,241,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,19,2600,261
525,81,525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False,25,2910,239,Geodude,Rock,Ground,40,80,100,30,30,20,1,False,4,200,60
365,244,244,Swablu,Normal,Flying,45,40,60,40,75,50,3,False,4,12,62,Delibird,Ice,Flying,45,55,45,65,45,75,2,False,9,160,116
295,290,295,Lombre,Water,Grass,60,50,50,60,70,50,3,False,12,325,119,Silcoon,Bug,Normal,50,35,55,25,25,15,3,False,6,100,72
595,401,401,Conkeldurr,Fighting,Normal,105,140,95,55,65,45,5,False,14,870,227,Walrein,Ice,Water,110,80,90,95,90,65,3,False,14,1506,239
549,600,549,Manaphy,Water,Normal,100,100,100,100,100,100,4,False,3,14,270,Sawk,Fighting,Normal,75,125,75,30,75,85,5,False,14,510,163
82,278,278,Graveler,Rock,Ground,55,95,115,45,45,35,1,False,10,1050,137,Combusken,Fire,Fighting,60,85,60,85,60,55,3,False,9,195,142
131,513,513,Starmie,Water,Psychic,60,75,85,100,85,115,1,False,11,800,182,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,11,340,179
375,505,505,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False,11,328,164,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False,13,444,172
209,115,209,Yanma,Bug,Flying,65,65,45,75,45,95,2,False,12,380,78,Hitmonlee,Fighting,Normal,50,120,53,35,110,87,1,False,15,498,159
215,601,601,Slowking,Water,Psychic,95,75,80,100,110,30,2,False,20,795,172,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,3,25,62
503,662,662,Drapion,Poison,Dark,70,90,110,60,75,95,4,False,13,615,175,Klang,Steel,Normal,60,80,95,70,85,50,5,False,6,510,154
157,79,157,Articuno,Ice,Flying,90,85,100,95,125,85,1,True,17,554,261,Tentacool,Water,Poison,40,40,35,50,100,70,1,False,9,455,67
501,690,690,Hippowdon,Ground,Normal,108,112,118,68,72,47,4,False,20,3000,184,Braviary,Normal,Flying,100,123,75,57,75,80,5,False,15,410,179
148,106,106,Flareon,Fire,Normal,65,130,60,95,110,65,1,False,9,250,184,Hypno,Psychic,Normal,85,73,70,73,115,67,1,False,16,756,169
671,718,718,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False,10,343,234,Genesect,Bug,Steel,71,120,95,120,95,99,5,False,15,825,270
639,278,278,Solosis,Psychic,Normal,45,30,40,105,50,20,5,False,3,10,58,Combusken,Fire,Fighting,60,85,60,85,60,55,3,False,9,195,142
211,494,494,Quagsire,Water,Ground,95,85,85,65,65,35,2,False,14,750,151,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False,19,950,270
760,396,760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,13,960,175,Snorunt,Ice,Normal,50,50,50,50,50,50,3,False,7,168,60
445,764,764,Bidoof,Normal,Normal,59,45,40,35,40,31,4,False,5,200,50,Clawitzer,Water,Normal,71,73,88,120,89,59,6,False,13,353,100
317,102,102,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,False,8,12,83,Gengar,Ghost,Poison,60,65,60,130,75,110,1,False,15,405,225
597,682,682,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False,8,170,134,Mienshao,Fighting,Normal,65,125,60,95,60,105,5,False,14,355,179
737,701,701,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False,15,815,177,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,19,2600,261
305,160,160,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,8,202,97,Dratini,Dragon,Normal,41,64,45,50,50,50,1,False,18,33,60
638,310,638,Gothitelle,Psychic,Normal,70,55,95,95,110,65,5,False,15,440,221,Shroomish,Grass,Normal,60,40,60,40,60,35,3,False,4,45,59
676,353,676,Beartic,Ice,Normal,95,110,80,70,80,50,5,False,26,2600,177,Numel,Fire,Ground,60,60,40,65,45,35,3,False,7,240,61
454,55,55,Cranidos,Rock,Normal,67,125,40,30,30,58,4,False,9,315,70,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,15,125,158
390,439,439,Dusclops,Ghost,Normal,40,70,130,60,130,25,3,False,16,306,159,Piplup,Water,Normal,53,51,53,61,56,40,4,False,4,52,63
315,115,115,Nincada,Bug,Ground,31,45,90,30,30,40,3,False,5,55,53,Hitmonlee,Fighting,Normal,50,120,53,35,110,87,1,False,15,498,159
364,302,364,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False,13,774,166,Wingull,Water,Flying,40,30,30,55,30,85,3,False,6,95,54
513,162,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,11,340,179,Dragonite,Dragon,Flying,91,134,95,100,100,80,1,False,22,2100,270
194,763,763,Mareep,Electric,Normal,55,40,40,65,45,35,2,False,6,78,56,Clauncher,Water,Normal,50,53,62,58,63,44,6,False,5,83,66
10,158,158,Squirtle,Water,Normal,44,48,65,50,64,43,1,False,5,90,63,Zapdos,Electric,Flying,90,90,85,125,90,100,1,True,16,526,261
754,434,434,Aromatisse,Fairy,Normal,101,72,72,99,89,29,6,False,8,155,162,Grotle,Grass,Normal,75,89,85,55,65,36,4,False,11,970,142
692,211,692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,12,395,179,Quagsire,Water,Ground,95,85,85,65,65,35,2,False,14,750,151
239,41,239,Swinub,Ice,Ground,50,50,40,30,30,50,2,False,4,65,50,Clefairy,Fairy,Normal,70,45,48,60,65,35,1,False,6,75,113
130,226,226,Staryu,Water,Normal,30,45,55,70,55,85,1,False,8,345,68,Snubbull,Fairy,Normal,60,80,50,40,40,30,2,False,6,78,60
254,157,157,Stantler,Normal,Normal,73,95,62,85,65,85,2,False,14,712,163,Articuno,Ice,Flying,90,85,100,95,125,85,1,True,17,554,261
675,411,675,Cubchoo,Ice,Normal,55,70,40,60,40,40,5,False,5,85,61,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False,6,952,60
303,569,569,Pelipper,Water,Flying,60,50,100,85,70,65,3,False,12,280,154,Purrloin,Dark,Normal,41,50,37,50,37,66,5,False,4,101,56
567,362,362,Herdier,Normal,Normal,65,80,65,35,65,60,5,False,9,147,130,Flygon,Ground,Dragon,80,100,80,80,80,100,3,False,20,820,234
547,675,547,Cresselia,Psychic,Normal,120,70,120,75,130,85,4,False,15,856,270,Cubchoo,Ice,Normal,55,70,40,60,40,40,5,False,5,85,61
184,53,184,Crobat,Poison,Flying,85,90,80,70,80,130,2,False,18,750,241,Parasect,Bug,Grass,60,95,80,60,80,30,1,False,10,295,142
50,462,462,Gloom,Grass,Poison,60,65,70,85,75,40,1,False,8,86,138,Mothim,Bug,Flying,70,94,50,94,50,66,4,False,9,233,148
658,226,658,Galvantula,Bug,Electric,70,77,60,97,60,108,5,False,8,143,165,Snubbull,Fairy,Normal,60,80,50,40,40,30,2,False,6,78,60
558,428,428,Tepig,Fire,Normal,65,63,45,45,45,45,5,False,5,99,62,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,True,3,11,270
457,266,266,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,False,13,1495,173,Larvitar,Rock,Ground,50,64,50,45,50,41,2,False,6,720,60
71,196,71,Alakazam,Psychic,Normal,55,50,45,135,95,120,1,False,15,480,225,Ampharos,Electric,Normal,90,75,85,115,90,55,2,False,14,615,230
654,735,735,Frillish,Water,Ghost,55,40,50,65,85,40,5,False,12,330,67,Vivillon,Bug,Flying,80,52,50,90,50,89,6,False,12,170,185
104,190,104,Onix,Rock,Ground,35,45,160,30,45,70,1,False,88,2100,77,Togepi,Fairy,Normal,35,20,65,40,65,20,2,False,3,15,49
487,376,376,Bonsly,Rock,Normal,50,80,95,10,45,10,4,False,5,150,58,Baltoy,Ground,Psychic,40,40,55,40,70,55,3,False,5,215,60
543,631,543,Heatran,Fire,Steel,91,90,106,130,106,77,4,True,17,4300,270,Garbodor,Poison,Normal,80,95,82,60,82,75,5,False,19,1073,166
759,70,70,Binacle,Rock,Water,42,52,67,39,56,50,6,False,5,310,61,Kadabra,Psychic,Normal,40,35,30,120,70,105,1,False,13,565,140
439,523,523,Piplup,Water,Normal,53,51,53,61,56,40,4,False,4,52,63,Glaceon,Ice,Normal,65,60,110,130,95,65,4,False,8,259,184
107,711,711,Krabby,Water,Normal,30,105,90,25,25,50,1,False,4,65,65,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True,30,3250,297
255,298,255,Smeargle,Normal,Normal,55,20,35,20,45,75,2,False,12,580,88,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,False,10,280,119
68,621,68,Poliwrath,Water,Fighting,90,95,95,70,90,70,1,False,13,540,230,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False,6,118,70
245,372,245,Mantine,Water,Flying,65,40,70,80,140,70,2,False,21,2200,170,Barboach,Water,Ground,50,48,43,46,41,60,3,False,4,19,58
800,176,800,Volcanion,Fire,Water,80,110,120,130,90,70,6,True,17,1950,270,Sentret,Normal,Normal,35,46,34,35,45,20,2,False,8,60,43
498,134,134,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184,Jynx,Ice,Psychic,65,50,35,115,95,95,1,False,14,406,159
69,368,368,Abra,Psychic,Normal,25,20,15,105,55,90,1,False,9,195,62,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160
29,217,29,Ekans,Poison,Normal,35,60,44,40,54,55,1,False,20,69,58,Unown,Psychic,Normal,48,72,48,72,48,48,2,False,5,50,118
695,359,359,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,8,173,60,Spinda,Normal,Normal,60,60,60,60,60,60,3,False,11,50,126
472,456,472,Ambipom,Normal,Normal,75,100,66,60,66,115,4,False,12,203,169,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,5,570,70
366,264,264,Altaria,Dragon,Flying,75,70,90,70,105,80,3,False,11,206,172,Entei,Fire,Normal,115,115,85,90,75,100,2,True,21,1980,261
440,424,424,Prinplup,Water,Normal,64,66,68,81,76,50,4,False,8,230,142,Groudon,Ground,Normal,100,150,140,100,90,90,3,True,35,9500,302
366,707,707,Altaria,Dragon,Flying,75,70,90,70,105,80,3,False,11,206,172,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,True,32,3300,306
333,221,333,Aggron,Steel,Rock,70,110,180,60,60,50,3,False,21,3600,239,Forretress,Bug,Steel,75,90,140,60,60,40,2,False,12,1258,163
711,174,711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True,30,3250,297,Croconaw,Water,Normal,65,80,80,59,63,58,2,False,11,250,142
726,775,726,Frogadier,Water,Normal,54,63,52,83,56,97,6,False,6,109,142,Goomy,Dragon,Normal,45,50,35,55,75,40,6,False,3,28,60
478,87,478,Mismagius,Ghost,Normal,60,60,60,105,105,105,4,False,9,44,173,Slowbro,Water,Psychic,95,75,110,100,80,30,1,False,16,785,172
609,557,557,Petilil,Grass,Normal,45,35,50,70,50,30,5,False,5,66,56,Serperior,Grass,Normal,75,75,95,75,95,113,5,False,33,630,238
760,764,760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,13,960,175,Clawitzer,Water,Normal,71,73,88,120,89,59,6,False,13,353,100
678,372,372,Shelmet,Bug,Normal,50,40,85,40,65,25,5,False,4,77,61,Barboach,Water,Ground,50,48,43,46,41,60,3,False,4,19,58
250,692,250,Kingdra,Water,Dragon,75,95,95,95,95,85,2,False,18,1520,243,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,12,395,179
389,202,202,Duskull,Ghost,Normal,20,40,90,30,90,25,3,False,8,150,59,Politoed,Water,Normal,90,75,75,90,100,70,2,False,11,339,225
791,771,771,Noibat,Flying,Dragon,40,30,35,45,40,55,6,False,5,80,49,Sylveon,Fairy,Normal,95,65,65,110,130,60,6,False,10,235,184
635,697,635,Cinccino,Normal,Normal,75,95,60,65,60,115,5,False,5,75,165,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,False,18,1600,270
503,607,503,Drapion,Poison,Dark,70,90,110,60,75,95,4,False,13,615,175,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,3,6,56
437,5,437,Monferno,Fire,Fighting,64,78,52,78,52,81,4,False,9,220,142,Charmander,Fire,Normal,39,52,43,60,50,65,1,False,6,85,62
343,449,343,Volbeat,Bug,Normal,65,73,55,47,75,85,3,False,7,177,151,Shinx,Electric,Normal,45,65,34,40,34,45,4,False,5,95,53
364,765,765,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False,13,774,166,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False,5,60,58
590,141,590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False,7,404,178,Gyarados,Water,Flying,95,125,79,60,100,81,1,False,65,2350,189
289,188,289,Wurmple,Bug,Normal,45,45,35,20,30,20,3,False,3,36,56,Cleffa,Fairy,Normal,50,25,28,45,55,15,2,False,3,30,44
538,52,538,Uxie,Psychic,Normal,75,75,130,75,130,95,4,True,3,3,261,Paras,Bug,Grass,35,70,55,45,55,25,1,False,3,54,57
563,202,202,Samurott,Water,Normal,95,100,85,108,70,70,5,False,15,946,238,Politoed,Water,Normal,90,75,75,90,100,70,2,False,11,339,225
642,393,393,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61,Absol,Dark,Normal,65,130,60,75,60,75,3,False,12,470,163
167,522,522,Chikorita,Grass,Normal,45,49,65,49,65,45,2,False,9,64,64,Leafeon,Grass,Normal,65,110,130,60,65,95,4,False,10,255,184
127,352,127,Seadra,Water,Normal,55,65,95,95,45,85,1,False,12,250,154,Wailord,Water,Normal,170,90,45,90,45,60,3,False,145,3980,175
649,452,649,Emolga,Electric,Flying,55,75,60,75,60,103,5,False,4,50,150,Budew,Grass,Poison,40,30,35,50,70,55,4,False,2,12,56
175,292,175,Feraligatr,Water,Normal,85,105,100,79,83,78,2,False,23,888,239,Cascoon,Bug,Normal,50,35,55,25,25,15,3,False,7,115,72
651,313,651,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,10,330,173,Vigoroth,Normal,Normal,80,80,80,55,55,90,3,False,14,465,154
750,757,757,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False,8,45,157,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,4,35,58
159,409,409,Moltres,Fire,Flying,90,100,90,125,85,90,1,True,20,600,261,Salamence,Dragon,Flying,95,135,80,110,80,100,3,False,15,1026,270
744,529,744,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False,21,1360,173,Probopass,Rock,Steel,60,55,145,75,150,40,4,False,14,3400,184
64,153,153,Growlithe,Fire,Normal,55,70,45,70,50,60,1,False,7,190,70,Kabutops,Rock,Water,60,115,105,65,70,80,1,False,13,405,173
773,708,773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False,2,22,151,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,True,29,3450,306
6,418,418,Charmeleon,Fire,Normal,58,64,58,80,65,80,1,False,11,190,142,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True,14,400,270
581,409,409,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,12,290,220,Salamence,Dragon,Flying,95,135,80,110,80,100,3,False,15,1026,270
92,331,331,Doduo,Normal,Flying,35,85,45,35,35,75,1,False,14,392,62,Aron,Steel,Rock,50,70,100,40,40,30,3,False,4,600,66
266,304,266,Larvitar,Rock,Ground,50,64,50,45,50,41,2,False,6,720,60,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False,4,66,40
344,156,156,Illumise,Bug,Normal,65,47,55,73,75,85,3,False,6,177,151,Snorlax,Normal,Normal,160,110,65,65,110,30,1,False,21,4600,189
82,96,82,Graveler,Rock,Ground,55,95,115,45,45,35,1,False,10,1050,137,Grimer,Poison,Normal,80,80,50,40,50,25,1,False,9,300,65
309,730,730,Masquerain,Bug,Flying,70,60,62,80,82,60,3,False,8,36,159,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,3,17,56
683,346,683,Druddigon,Dragon,Normal,77,120,90,60,90,48,5,False,16,1390,170,Gulpin,Poison,Normal,70,43,53,43,53,40,3,False,4,103,60
168,403,168,Bayleef,Grass,Normal,60,62,80,63,80,60,2,False,12,158,142,Huntail,Water,Normal,55,104,105,94,75,52,3,False,17,270,170
160,205,205,Dratini,Dragon,Normal,41,64,45,50,50,50,1,False,18,33,60,Jumpluff,Grass,Flying,75,55,70,55,95,110,2,False,8,30,207
448,204,204,Kricketune,Bug,Normal,77,85,51,55,51,65,4,False,10,255,134,Skiploom,Grass,Flying,55,45,50,45,65,80,2,False,6,10,119
124,105,124,Kangaskhan,Normal,Normal,105,95,80,40,80,90,1,False,22,800,172,Drowzee,Psychic,Normal,60,48,45,43,90,42,1,False,10,324,66
524,321,524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,False,20,425,179,Makuhita,Fighting,Normal,72,60,30,20,30,25,3,False,10,864,47
601,699,699,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,3,25,62,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False,16,460,248
283,226,283,Swampert,Water,Ground,100,110,90,85,90,60,3,False,15,819,241,Snubbull,Fairy,Normal,60,80,50,40,40,30,2,False,6,78,60
294,305,305,Lotad,Water,Grass,40,30,30,40,50,30,3,False,5,26,44,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,8,202,97
489,498,498,Happiny,Normal,Normal,100,5,5,15,65,30,4,False,6,244,110,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184
